Restaurant ID,City,Zone,Month,Sales
R-0205,Fayetteville,4,2025-11,30467.65
R-0205,Fayetteville,4,2025-12,36514.43
R-0206,Greenville,2,2025-07,34781.13
R-0206,Greenville,2,2025-08,38095.31
R-0206,Greenville,2,2025-09,60487.8
R-0206,Greenville,2,2025-10,48387.1
R-0206,Greenville,2,2025-11,46111.85
R-0206,Greenville,2,2025-12,64506.27
R-0207,Asheville,5,2025-07,58321.62
R-0207,Asheville,5,2025-08,48140.91
R-0207,Asheville,5,2025-09,54030.32
R-0207,Asheville,5,2025-10,70113.22
R-0207,Asheville,5,2025-11,68247.85
R-0207,Asheville,5,2025-12,69022.74
R-0208,Greenville,4,2025-07,47013.85
R-0208,Greenville,4,2025-08,75725.54
R-0208,Greenville,4,2025-09,61900.47
R-0208,Greenville,4,2025-10,70293.62
R-0208,Greenville,4,2025-11,60995.43
R-0208,Greenville,4,2025-12,68391.12
R-0209,Durham,5,2025-07,41756.46
R-0209,Durham,5,2025-08,43820.42
R-0209,Durham,5,2025-09,39220.08
R-0209,Durham,5,2025-10,35749.18
R-0209,Durham,5,2025-11,48598.57
R-0209,Durham,5,2025-12,48628.75
R-0210,Raleigh,5,2025-07,73236.21
R-0210,Raleigh,5,2025-08,56611.01
R-0210,Raleigh,5,2025-09,65173.53
R-0210,Raleigh,5,2025-10,49003.01
R-0210,Raleigh,5,2025-11,75676.11
R-0210,Raleigh,5,2025-12,72080.71
R-0211,Charlotte,1,2025-07,78800.41
R-0211,Charlotte,1,2025-08,56363.16
R-0211,Charlotte,1,2025-09,55390.88
R-0211,Charlotte,1,2025-10,64523.21
R-0211,Charlotte,1,2025-11,90558.01
R-0211,Charlotte,1,2025-12,70372.83
R-0212,Greensboro,3,2025-07,39144.68
R-0212,Greensboro,3,2025-08,26990.5
R-0212,Greensboro,3,2025-09,40789.88
R-0212,Greensboro,3,2025-10,45627.61
R-0212,Greensboro,3,2025-11,37836.77
R-0212,Greensboro,3,2025-12,45851.06
R-0213,Charlotte,3,2025-07,64807.14
R-0213,Charlotte,3,2025-08,42163.46
R-0213,Charlotte,3,2025-09,63556.25
R-0213,Charlotte,3,2025-10,56395.58
R-0213,Charlotte,3,2025-11,67789.35
R-0213,Charlotte,3,2025-12,72078.68
R-0214,Greensboro,1,2025-07,36448.39
R-0214,Greensboro,1,2025-08,34956.42
R-0214,Greensboro,1,2025-09,47293.59
R-0214,Greensboro,1,2025-10,35329.43
R-0214,Greensboro,1,2025-11,50345.14
R-0214,Greensboro,1,2025-12,55175.75
R-0215,Raleigh,3,2025-07,35977.73
R-0215,Raleigh,3,2025-08,44875.38
R-0215,Raleigh,3,2025-09,45733.87
R-0215,Raleigh,3,2025-10,52941.52
R-0215,Raleigh,3,2025-11,61188.6
R-0215,Raleigh,3,2025-12,50681.04
R-0216,Fayetteville,2,2025-07,16751.2
R-0216,Fayetteville,2,2025-08,12954.72
R-0216,Fayetteville,2,2025-09,15266.99
R-0216,Fayetteville,2,2025-10,18360.34
R-0216,Fayetteville,2,2025-11,20062.6
R-0216,Fayetteville,2,2025-12,17716.17
R-0217,Durham,4,2025-07,88211.03
R-0217,Durham,4,2025-08,93993.11
R-0217,Durham,4,2025-09,77327.38
R-0217,Durham,4,2025-10,72652.4
R-0217,Durham,4,2025-11,85977.65
R-0217,Durham,4,2025-12,72901.54
R-0218,Winston-Salem,3,2025-07,48164.31
R-0218,Winston-Salem,3,2025-08,44909.15
R-0218,Winston-Salem,3,2025-09,42191.45
R-0218,Winston-Salem,3,2025-10,47551.87
R-0218,Winston-Salem,3,2025-11,36928.9
R-0218,Winston-Salem,3,2025-12,49521.96
R-0219,Greenville,3,2025-07,39581.29
R-0219,Greenville,3,2025-08,40377.57
R-0219,Greenville,3,2025-09,66372.63
R-0219,Greenville,3,2025-10,61034.75
R-0219,Greenville,3,2025-11,53387.33
R-0219,Greenville,3,2025-12,70577.24
R-0220,Raleigh,1,2025-07,52930.28
R-0220,Raleigh,1,2025-08,60848.72
R-0220,Raleigh,1,2025-09,57069.17
R-0220,Raleigh,1,2025-10,75238.59
R-0220,Raleigh,1,2025-11,81872.98
R-0220,Raleigh,1,2025-12,56130.97
