OrderDate,Year,YearMonth,Category,Seller,ProductID,Orders,Units Sold,GMV,Marketplace Revenue,Take Rate %,AOV
2025-11-26,2025,2025-11,Kids,Apex Outdoor,Product-040,1,1,16.82,2.39,0.1418,16.82
2025-07-19,2025,2025-07,Home,Apex Value,Product-014,1,1,33.86,3.92,0.1159,33.86
2025-12-17,2025,2025-12,Fitness,Apex Outdoor,Product-004,1,1,52.51,7.15,0.1362,52.51
2025-12-23,2025,2025-12,Beauty,Apex Value,Product-078,1,2,68.59,9.9,0.1443,68.59
2025-12-02,2025,2025-12,Electronics,Apex Essentials,Product-075,1,1,56.66,8.23,0.1453,56.66
2025-07-11,2025,2025-07,Home,Apex Value,Product-029,1,1,16.61,2.24,0.1346,16.61
2025-08-17,2025,2025-08,Electronics,Apex Essentials,Product-077,1,1,71.46,7.46,0.1044,71.46
2025-11-28,2025,2025-11,Electronics,Apex Essentials,Product-060,1,2,120.93,20.79,0.1719,120.93
2025-07-22,2025,2025-07,Kids,Apex Prime,Product-047,1,1,17.72,1.99,0.1125,17.72
2025-11-10,2025,2025-11,Electronics,Apex Essentials,Product-038,1,1,56.07,6.85,0.1221,56.07
2025-10-14,2025,2025-10,Kids,Apex Outdoor,Product-052,1,1,22.6,3.88,0.1719,22.6
2025-10-17,2025,2025-10,Fitness,Apex Outdoor,Product-035,1,1,39.5,5.65,0.1431,39.5
2025-09-13,2025,2025-09,Fitness,Apex Prime,Product-037,1,1,47.02,5.16,0.1097,47.02
2025-09-23,2025,2025-09,Kitchen,Apex Essentials,Product-021,1,1,27.57,3.44,0.1246,27.57
2025-10-11,2025,2025-10,Fitness,Apex Essentials,Product-018,1,2,96.62,9.95,0.103,96.62
2025-08-05,2025,2025-08,Home,Apex Value,Product-008,1,3,94.05,11.62,0.1235,94.05
2025-08-09,2025,2025-08,Electronics,Apex Value,Product-029,1,1,75.98,11.96,0.1574,75.98
2025-09-08,2025,2025-09,Home,Apex Essentials,Product-079,1,2,67.34,11.0,0.1633,67.34
2025-12-13,2025,2025-12,Kitchen,Apex Prime,Product-021,1,1,33.26,3.79,0.1141,33.26
2025-08-28,2025,2025-08,Home,Apex Outdoor,Product-017,1,1,33.39,3.97,0.1188,33.39
2025-09-25,2025,2025-09,Electronics,Apex Value,Product-040,1,1,64.7,10.5,0.1623,64.7
2025-12-26,2025,2025-12,Fitness,Apex Prime,Product-037,1,1,41.4,7.38,0.1783,41.4
2025-08-21,2025,2025-08,Fitness,Apex Essentials,Product-047,1,1,49.05,6.08,0.124,49.05
2025-07-28,2025,2025-07,Home,Apex Essentials,Product-026,1,1,30.08,5.09,0.1693,30.08
2025-07-08,2025,2025-07,Kids,Apex Prime,Product-003,1,1,8.0,1.4,0.1747,8.0
2025-09-07,2025,2025-09,Kitchen,Apex Outdoor,Product-031,1,1,30.94,5.5,0.1779,30.94
2025-08-04,2025,2025-08,Home,Apex Value,Product-001,1,1,52.14,6.31,0.1211,52.14
2025-11-14,2025,2025-11,Kids,Apex Value,Product-028,1,2,58.94,6.21,0.1054,58.94
2025-08-29,2025,2025-08,Beauty,Apex Value,Product-009,1,2,51.91,6.6,0.1272,51.91
2025-10-07,2025,2025-10,Fitness,Apex Outdoor,Product-006,1,1,34.84,3.88,0.1113,34.84
2025-08-06,2025,2025-08,Electronics,Apex Essentials,Product-034,1,1,66.54,6.83,0.1027,66.54
2025-11-30,2025,2025-11,Home,Apex Prime,Product-003,1,1,17.14,2.13,0.1242,17.14
2025-08-20,2025,2025-08,Home,Apex Essentials,Product-032,1,1,21.37,3.51,0.1641,21.37
2025-07-03,2025,2025-07,Beauty,Apex Essentials,Product-011,1,1,17.81,2.8,0.1574,17.81
2025-10-11,2025,2025-10,Kids,Apex Outdoor,Product-050,1,1,8.0,1.19,0.1483,8.0
2025-07-06,2025,2025-07,Fitness,Apex Essentials,Product-071,1,1,53.49,6.6,0.1234,53.49
2025-11-06,2025,2025-11,Beauty,Apex Outdoor,Product-019,1,1,29.45,4.66,0.1583,29.45
2025-11-04,2025,2025-11,Kids,Apex Value,Product-019,1,1,22.19,3.42,0.1542,22.19
2025-10-26,2025,2025-10,Fitness,Apex Essentials,Product-040,1,1,41.36,6.59,0.1594,41.36
2025-07-21,2025,2025-07,Beauty,Apex Prime,Product-032,1,1,12.86,1.66,0.1293,12.86
2025-11-28,2025,2025-11,Kitchen,Apex Prime,Product-024,1,1,21.39,3.32,0.1551,21.39
2025-09-01,2025,2025-09,Home,Apex Outdoor,Product-054,1,1,15.66,1.89,0.1205,15.66
2025-07-11,2025,2025-07,Electronics,Apex Essentials,Product-015,1,1,58.52,7.19,0.1229,58.52
2025-10-26,2025,2025-10,Beauty,Apex Value,Product-017,1,1,10.28,1.51,0.1467,10.28
2025-10-08,2025,2025-10,Home,Apex Essentials,Product-071,1,1,31.44,4.84,0.1539,31.44
2025-09-13,2025,2025-09,Fitness,Apex Value,Product-007,1,1,47.97,8.53,0.1779,47.97
2025-12-02,2025,2025-12,Fitness,Apex Outdoor,Product-005,1,2,98.17,13.33,0.1358,98.17
2025-10-02,2025,2025-10,Electronics,Apex Value,Product-071,1,1,59.44,6.1,0.1026,59.44
2025-09-30,2025,2025-09,Kids,Apex Essentials,Product-053,1,1,15.36,1.94,0.1263,15.36
2025-12-29,2025,2025-12,Electronics,Apex Essentials,Product-023,1,1,72.89,7.68,0.1053,72.89
2025-10-15,2025,2025-10,Fitness,Apex Value,Product-015,1,2,75.48,9.74,0.129,75.48
2025-08-14,2025,2025-08,Home,Apex Outdoor,Product-054,1,1,26.5,4.5,0.1697,26.5
2025-08-20,2025,2025-08,Fitness,Apex Outdoor,Product-070,1,1,45.29,7.42,0.1639,45.29
2025-08-27,2025,2025-08,Fitness,Apex Value,Product-072,1,1,40.24,5.92,0.1471,40.24
2025-08-14,2025,2025-08,Home,Apex Prime,Product-053,1,1,18.39,2.21,0.1202,18.39
2025-07-31,2025,2025-07,Kids,Apex Essentials,Product-039,1,1,8.0,1.1,0.137,8.0
2025-10-02,2025,2025-10,Electronics,Apex Value,Product-060,1,2,79.35,13.15,0.1657,79.35
2025-09-16,2025,2025-09,Kids,Apex Value,Product-034,1,1,22.7,2.92,0.1288,22.7
2025-07-08,2025,2025-07,Kids,Apex Value,Product-079,1,2,41.63,5.82,0.1398,41.63
2025-08-30,2025,2025-08,Kitchen,Apex Value,Product-022,1,1,32.21,5.19,0.161,32.21
2025-07-03,2025,2025-07,Electronics,Apex Outdoor,Product-002,1,2,164.03,21.93,0.1337,164.03
2025-12-18,2025,2025-12,Home,Apex Prime,Product-069,1,2,58.88,7.58,0.1287,58.88
2025-07-06,2025,2025-07,Kitchen,Apex Essentials,Product-007,1,1,38.47,6.81,0.1769,38.47
2025-10-17,2025,2025-10,Home,Apex Prime,Product-036,1,2,74.24,8.23,0.1109,74.24
2025-09-16,2025,2025-09,Kids,Apex Essentials,Product-064,1,1,21.22,2.7,0.1273,21.22
2025-11-06,2025,2025-11,Home,Apex Essentials,Product-067,1,1,43.72,7.41,0.1695,43.72
2025-10-28,2025,2025-10,Beauty,Apex Essentials,Product-058,1,1,21.17,3.4,0.1607,21.17
2025-08-15,2025,2025-08,Kids,Apex Value,Product-076,1,1,21.04,2.85,0.1356,21.04
2025-10-08,2025,2025-10,Beauty,Apex Essentials,Product-031,1,1,35.5,4.26,0.1199,35.5
2025-12-18,2025,2025-12,Fitness,Apex Essentials,Product-049,1,1,50.06,6.75,0.1349,50.06
2025-08-29,2025,2025-08,Beauty,Apex Essentials,Product-041,1,1,8.0,1.43,0.179,8.0
2025-09-21,2025,2025-09,Fitness,Apex Value,Product-013,1,1,48.51,6.02,0.1241,48.51
2025-08-19,2025,2025-08,Kids,Apex Prime,Product-043,1,1,8.0,1.18,0.148,8.0
2025-10-08,2025,2025-10,Electronics,Apex Essentials,Product-064,1,2,116.94,16.85,0.1441,116.94
2025-08-20,2025,2025-08,Beauty,Apex Prime,Product-020,1,1,20.1,3.18,0.158,20.1
2025-07-06,2025,2025-07,Kids,Apex Prime,Product-008,1,2,17.44,2.26,0.1298,17.44
2025-09-16,2025,2025-09,Beauty,Apex Essentials,Product-009,1,1,21.51,3.31,0.1537,21.51
2025-10-22,2025,2025-10,Fitness,Apex Value,Product-009,1,2,118.58,17.4,0.1467,118.58
2025-10-19,2025,2025-10,Kids,Apex Prime,Product-019,1,1,20.34,2.91,0.143,20.34
2025-07-26,2025,2025-07,Electronics,Apex Outdoor,Product-014,1,1,51.66,8.44,0.1634,51.66
2025-09-12,2025,2025-09,Kids,Apex Value,Product-080,1,2,24.25,2.88,0.1187,24.25
2025-07-07,2025,2025-07,Beauty,Apex Outdoor,Product-071,1,1,33.41,4.08,0.122,33.41
2025-09-04,2025,2025-09,Fitness,Apex Essentials,Product-065,1,1,57.66,6.42,0.1113,57.66
2025-09-15,2025,2025-09,Kitchen,Apex Essentials,Product-031,1,1,52.93,7.16,0.1353,52.93
2025-11-19,2025,2025-11,Electronics,Apex Prime,Product-067,1,1,57.67,6.68,0.1158,57.67
2025-07-26,2025,2025-07,Kids,Apex Prime,Product-072,1,1,20.44,2.08,0.102,20.44
2025-09-12,2025,2025-09,Kids,Apex Value,Product-064,1,1,9.91,1.42,0.143,9.91
2025-12-01,2025,2025-12,Electronics,Apex Outdoor,Product-033,1,2,95.47,10.55,0.1105,95.47
2025-07-25,2025,2025-07,Beauty,Apex Essentials,Product-079,1,1,23.54,3.25,0.1379,23.54
2025-08-02,2025,2025-08,Kitchen,Apex Prime,Product-059,1,2,64.82,10.8,0.1666,64.82
2025-08-16,2025,2025-08,Kids,Apex Outdoor,Product-045,1,1,21.18,2.4,0.1133,21.18
2025-11-24,2025,2025-11,Beauty,Apex Value,Product-060,1,1,18.87,3.02,0.1601,18.87
2025-12-31,2025,2025-12,Home,Apex Prime,Product-067,1,2,109.57,16.46,0.1502,109.57
2025-10-14,2025,2025-10,Electronics,Apex Outdoor,Product-072,1,1,59.62,7.16,0.1201,59.62
2025-09-15,2025,2025-09,Beauty,Apex Prime,Product-002,1,1,21.67,3.06,0.1412,21.67
2025-09-30,2025,2025-09,Home,Apex Prime,Product-057,1,1,34.69,4.97,0.1434,34.69
2025-10-19,2025,2025-10,Fitness,Apex Prime,Product-019,1,1,46.99,5.04,0.1073,46.99
2025-11-30,2025,2025-11,Beauty,Apex Value,Product-044,1,1,30.72,5.09,0.1656,30.72
2025-07-28,2025,2025-07,Beauty,Apex Essentials,Product-054,1,2,40.08,4.42,0.1102,40.08
2025-10-18,2025,2025-10,Kids,Apex Essentials,Product-006,1,1,36.13,4.13,0.1144,36.13
2025-07-20,2025,2025-07,Electronics,Apex Value,Product-035,1,1,65.03,9.6,0.1476,65.03
2025-07-09,2025,2025-07,Kitchen,Apex Essentials,Product-011,1,1,32.56,5.84,0.1793,32.56
2025-09-19,2025,2025-09,Home,Apex Essentials,Product-052,1,1,48.64,5.77,0.1186,48.64
2025-09-10,2025,2025-09,Beauty,Apex Value,Product-024,1,1,35.18,6.18,0.1757,35.18
2025-11-28,2025,2025-11,Electronics,Apex Value,Product-046,1,1,46.76,6.29,0.1345,46.76
2025-07-30,2025,2025-07,Kitchen,Apex Value,Product-014,1,1,35.21,4.95,0.1406,35.21
2025-10-14,2025,2025-10,Fitness,Apex Value,Product-060,1,1,37.71,5.5,0.1459,37.71
2025-09-10,2025,2025-09,Home,Apex Value,Product-064,1,1,29.04,3.17,0.1091,29.04
2025-12-03,2025,2025-12,Kitchen,Apex Essentials,Product-037,1,1,17.74,2.48,0.1396,17.74
2025-09-15,2025,2025-09,Kids,Apex Value,Product-033,1,1,22.01,2.99,0.1358,22.01
2025-07-27,2025,2025-07,Beauty,Apex Value,Product-049,1,1,34.99,5.73,0.1638,34.99
2025-08-09,2025,2025-08,Kitchen,Apex Outdoor,Product-001,1,1,31.89,3.86,0.121,31.89
2025-10-30,2025,2025-10,Beauty,Apex Value,Product-066,1,1,24.92,3.33,0.1335,24.92
2025-10-17,2025,2025-10,Beauty,Apex Prime,Product-038,1,1,19.89,3.09,0.1554,19.89
2025-11-19,2025,2025-11,Kids,Apex Value,Product-009,1,1,27.94,2.82,0.1008,27.94
2025-08-03,2025,2025-08,Beauty,Apex Essentials,Product-063,1,1,31.84,3.64,0.1142,31.84
2025-11-08,2025,2025-11,Kitchen,Apex Value,Product-024,1,2,72.88,11.35,0.1558,72.88
2025-10-11,2025,2025-10,Fitness,Apex Essentials,Product-052,1,1,48.94,5.15,0.1053,48.94
2025-08-03,2025,2025-08,Electronics,Apex Outdoor,Product-021,1,2,146.27,20.42,0.1396,146.27
2025-10-09,2025,2025-10,Kids,Apex Outdoor,Product-080,1,1,23.63,2.65,0.1122,23.63
2025-08-18,2025,2025-08,Fitness,Apex Outdoor,Product-004,1,1,18.66,2.67,0.1431,18.66
2025-07-12,2025,2025-07,Home,Apex Outdoor,Product-044,1,1,33.59,3.82,0.1136,33.59
2025-07-17,2025,2025-07,Home,Apex Value,Product-051,1,1,47.15,6.93,0.1469,47.15
2025-12-06,2025,2025-12,Electronics,Apex Outdoor,Product-003,1,1,81.44,10.47,0.1285,81.44
2025-07-06,2025,2025-07,Home,Apex Prime,Product-017,1,1,36.74,6.08,0.1654,36.74
2025-10-14,2025,2025-10,Home,Apex Outdoor,Product-032,1,1,29.53,3.27,0.1109,29.53
2025-12-24,2025,2025-12,Fitness,Apex Value,Product-022,1,1,48.03,5.86,0.1221,48.03
2025-07-05,2025,2025-07,Home,Apex Outdoor,Product-059,1,1,30.65,3.12,0.1017,30.65
2025-10-16,2025,2025-10,Kids,Apex Value,Product-027,1,1,21.52,2.3,0.107,21.52
2025-11-24,2025,2025-11,Kitchen,Apex Prime,Product-042,1,1,35.34,6.09,0.1722,35.34
2025-08-01,2025,2025-08,Beauty,Apex Value,Product-041,1,1,21.39,3.76,0.176,21.39
2025-10-28,2025,2025-10,Fitness,Apex Value,Product-067,1,1,68.66,9.07,0.1321,68.66
2025-07-22,2025,2025-07,Fitness,Apex Outdoor,Product-075,1,1,38.55,5.14,0.1334,38.55
2025-08-27,2025,2025-08,Electronics,Apex Value,Product-049,1,1,71.93,11.12,0.1546,71.93
2025-09-15,2025,2025-09,Beauty,Apex Outdoor,Product-025,1,2,52.52,8.72,0.166,52.52
2025-10-09,2025,2025-10,Beauty,Apex Value,Product-018,1,1,10.28,1.67,0.1628,10.28
2025-08-26,2025,2025-08,Kitchen,Apex Value,Product-069,1,1,31.07,4.03,0.1298,31.07
2025-08-18,2025,2025-08,Fitness,Apex Essentials,Product-011,1,1,44.05,7.04,0.1598,44.05
2025-08-11,2025,2025-08,Kitchen,Apex Essentials,Product-011,1,1,20.9,3.59,0.172,20.9
2025-07-27,2025,2025-07,Fitness,Apex Prime,Product-071,1,1,36.58,5.68,0.1554,36.58
2025-08-26,2025,2025-08,Fitness,Apex Value,Product-014,1,3,159.14,21.82,0.1371,159.14
2025-12-13,2025,2025-12,Electronics,Apex Value,Product-032,1,1,47.1,6.36,0.1351,47.1
2025-09-10,2025,2025-09,Home,Apex Essentials,Product-071,1,1,30.2,5.12,0.1696,30.2
2025-07-03,2025,2025-07,Electronics,Apex Outdoor,Product-075,1,1,43.33,5.88,0.1357,43.33
2025-09-05,2025,2025-09,Beauty,Apex Outdoor,Product-032,1,1,20.81,3.3,0.1584,20.81
2025-10-12,2025,2025-10,Electronics,Apex Essentials,Product-033,1,1,51.66,5.61,0.1086,51.66
2025-11-15,2025,2025-11,Beauty,Apex Outdoor,Product-080,1,1,47.35,5.68,0.12,47.35
2025-12-12,2025,2025-12,Home,Apex Value,Product-006,1,2,41.6,4.66,0.1121,41.6
2025-11-10,2025,2025-11,Home,Apex Essentials,Product-061,1,1,41.29,6.78,0.1642,41.29
2025-08-12,2025,2025-08,Beauty,Apex Essentials,Product-036,1,1,8.0,0.93,0.1168,8.0
2025-07-12,2025,2025-07,Electronics,Apex Value,Product-005,1,1,77.49,11.18,0.1443,77.49
2025-09-11,2025,2025-09,Kitchen,Apex Prime,Product-026,1,1,22.9,2.54,0.111,22.9
2025-08-14,2025,2025-08,Kids,Apex Value,Product-058,1,1,23.22,2.45,0.1054,23.22
2025-10-30,2025,2025-10,Beauty,Apex Outdoor,Product-048,1,1,19.66,2.59,0.1319,19.66
2025-07-06,2025,2025-07,Fitness,Apex Essentials,Product-038,1,1,52.91,6.12,0.1157,52.91
2025-09-30,2025,2025-09,Electronics,Apex Prime,Product-014,1,1,58.59,7.76,0.1325,58.59
2025-12-19,2025,2025-12,Electronics,Apex Essentials,Product-046,1,1,70.2,8.67,0.1235,70.2
2025-11-01,2025,2025-11,Home,Apex Outdoor,Product-054,1,1,44.27,7.03,0.1588,44.27
2025-09-27,2025,2025-09,Fitness,Apex Value,Product-071,1,2,91.29,10.04,0.11,91.29
2025-08-07,2025,2025-08,Electronics,Apex Value,Product-021,1,1,67.79,12.19,0.1798,67.79
2025-07-13,2025,2025-07,Kids,Apex Prime,Product-032,1,1,22.66,2.57,0.1134,22.66
2025-08-08,2025,2025-08,Electronics,Apex Outdoor,Product-028,1,3,128.37,18.06,0.1407,128.37
2025-11-25,2025,2025-11,Beauty,Apex Outdoor,Product-049,1,2,52.27,5.5,0.1052,52.27
2025-12-09,2025,2025-12,Fitness,Apex Outdoor,Product-056,1,1,34.43,4.28,0.1244,34.43
2025-10-18,2025,2025-10,Kitchen,Apex Value,Product-052,1,1,8.0,1.09,0.1359,8.0
2025-08-31,2025,2025-08,Electronics,Apex Prime,Product-029,1,1,69.74,8.58,0.1231,69.74
2025-09-30,2025,2025-09,Home,Apex Outdoor,Product-005,1,1,36.11,4.1,0.1136,36.11
2025-09-03,2025,2025-09,Electronics,Apex Essentials,Product-075,1,1,46.55,5.98,0.1284,46.55
2025-12-15,2025,2025-12,Home,Apex Prime,Product-001,1,2,91.97,10.31,0.1121,91.97
2025-07-17,2025,2025-07,Home,Apex Prime,Product-036,1,1,36.06,4.92,0.1364,36.06
2025-10-17,2025,2025-10,Kitchen,Apex Essentials,Product-007,1,1,11.34,1.28,0.1126,11.34
2025-07-06,2025,2025-07,Home,Apex Outdoor,Product-054,1,1,58.5,6.65,0.1136,58.5
2025-07-13,2025,2025-07,Kids,Apex Prime,Product-061,1,1,10.32,1.17,0.1131,10.32
2025-08-27,2025,2025-08,Kids,Apex Essentials,Product-029,1,1,34.07,5.62,0.1651,34.07
2025-12-15,2025,2025-12,Kids,Apex Essentials,Product-012,1,1,20.05,2.43,0.1211,20.05
2025-07-19,2025,2025-07,Electronics,Apex Prime,Product-047,1,1,57.41,9.67,0.1685,57.41
2025-07-29,2025,2025-07,Beauty,Apex Essentials,Product-030,1,2,34.83,4.2,0.1207,34.83
2025-11-04,2025,2025-11,Beauty,Apex Essentials,Product-014,1,2,35.44,4.85,0.1369,35.44
2025-10-14,2025,2025-10,Home,Apex Value,Product-019,1,1,18.25,2.24,0.1227,18.25
2025-07-07,2025,2025-07,Home,Apex Essentials,Product-043,1,1,42.77,5.67,0.1326,42.77
2025-12-27,2025,2025-12,Kids,Apex Prime,Product-057,1,1,18.33,2.79,0.1523,18.33
2025-08-16,2025,2025-08,Electronics,Apex Essentials,Product-011,1,1,56.02,8.09,0.1444,56.02
2025-07-30,2025,2025-07,Home,Apex Prime,Product-004,1,1,25.81,2.75,0.1065,25.81
2025-07-16,2025,2025-07,Beauty,Apex Essentials,Product-079,1,1,24.26,3.23,0.133,24.26
2025-11-06,2025,2025-11,Electronics,Apex Prime,Product-051,1,1,64.49,11.06,0.1715,64.49
2025-09-14,2025,2025-09,Fitness,Apex Prime,Product-037,1,1,37.75,4.17,0.1105,37.75
2025-12-15,2025,2025-12,Electronics,Apex Essentials,Product-034,1,1,56.69,7.6,0.1341,56.69
2025-11-29,2025,2025-11,Kids,Apex Prime,Product-050,1,1,8.84,1.55,0.1757,8.84
2025-10-15,2025,2025-10,Beauty,Apex Outdoor,Product-066,1,1,27.38,4.05,0.148,27.38
2025-11-28,2025,2025-11,Kitchen,Apex Outdoor,Product-041,1,1,46.19,5.77,0.1249,46.19
2025-12-29,2025,2025-12,Kids,Apex Prime,Product-077,1,1,30.37,3.27,0.1078,30.37
2025-12-27,2025,2025-12,Beauty,Apex Value,Product-024,1,1,29.06,5.11,0.176,29.06
2025-07-08,2025,2025-07,Beauty,Apex Prime,Product-052,1,1,25.54,2.7,0.1059,25.54
2025-12-10,2025,2025-12,Kitchen,Apex Outdoor,Product-078,1,2,43.35,4.34,0.1002,43.35
2025-07-30,2025,2025-07,Electronics,Apex Prime,Product-064,1,1,58.68,10.19,0.1736,58.68
2025-11-05,2025,2025-11,Beauty,Apex Essentials,Product-043,1,3,83.52,14.28,0.171,83.52
2025-07-06,2025,2025-07,Beauty,Apex Essentials,Product-022,1,1,17.63,2.54,0.144,17.63
2025-09-28,2025,2025-09,Home,Apex Value,Product-067,1,1,43.06,6.72,0.156,43.06
2025-09-12,2025,2025-09,Beauty,Apex Essentials,Product-043,1,1,56.52,7.35,0.13,56.52
2025-10-09,2025,2025-10,Kids,Apex Outdoor,Product-044,1,1,11.73,1.91,0.1625,11.73
2025-07-22,2025,2025-07,Kids,Apex Value,Product-039,1,1,30.83,3.78,0.1225,30.83
2025-12-02,2025,2025-12,Electronics,Apex Value,Product-020,1,1,77.5,9.45,0.1219,77.5
2025-10-19,2025,2025-10,Kitchen,Apex Value,Product-070,1,2,70.05,8.84,0.1262,70.05
2025-09-01,2025,2025-09,Home,Apex Value,Product-008,1,2,91.04,10.32,0.1134,91.04
2025-08-23,2025,2025-08,Beauty,Apex Value,Product-012,1,1,16.17,2.9,0.1794,16.17
2025-08-25,2025,2025-08,Fitness,Apex Essentials,Product-005,1,1,50.96,5.61,0.11,50.96
2025-07-12,2025,2025-07,Kids,Apex Outdoor,Product-007,1,1,8.43,1.18,0.1398,8.43
2025-11-08,2025,2025-11,Electronics,Apex Essentials,Product-053,1,1,53.55,9.37,0.1749,53.55
2025-09-08,2025,2025-09,Electronics,Apex Essentials,Product-034,1,1,51.91,7.81,0.1505,51.91
2025-09-15,2025,2025-09,Fitness,Apex Prime,Product-053,1,1,57.9,6.19,0.1069,57.9
2025-07-15,2025,2025-07,Kitchen,Apex Prime,Product-036,1,2,51.63,6.03,0.1167,51.63
2025-11-11,2025,2025-11,Fitness,Apex Value,Product-009,1,1,56.67,6.57,0.1159,56.67
2025-12-27,2025,2025-12,Kids,Apex Value,Product-047,1,1,12.83,1.45,0.1128,12.83
2025-11-21,2025,2025-11,Kids,Apex Prime,Product-061,1,1,22.52,3.81,0.1692,22.52
2025-11-10,2025,2025-11,Fitness,Apex Essentials,Product-034,1,1,48.68,6.76,0.1389,48.68
2025-11-16,2025,2025-11,Home,Apex Value,Product-007,1,1,24.14,3.41,0.1413,24.14
2025-10-29,2025,2025-10,Beauty,Apex Essentials,Product-070,1,1,26.17,4.31,0.1648,26.17
2025-09-29,2025,2025-09,Kids,Apex Value,Product-023,1,2,38.92,4.2,0.1079,38.92
2025-08-27,2025,2025-08,Electronics,Apex Outdoor,Product-047,1,1,65.91,8.2,0.1244,65.91
2025-08-18,2025,2025-08,Home,Apex Outdoor,Product-020,1,1,52.53,8.22,0.1565,52.53
2025-07-14,2025,2025-07,Beauty,Apex Value,Product-075,1,1,8.0,0.93,0.116,8.0
2025-10-18,2025,2025-10,Fitness,Apex Essentials,Product-044,1,2,100.51,14.33,0.1426,100.51
2025-07-15,2025,2025-07,Electronics,Apex Essentials,Product-053,1,2,105.31,11.84,0.1124,105.31
2025-11-16,2025,2025-11,Kitchen,Apex Outdoor,Product-070,1,1,26.39,3.13,0.1185,26.39
2025-12-28,2025,2025-12,Kids,Apex Value,Product-065,1,1,23.03,3.1,0.1348,23.03
2025-12-15,2025,2025-12,Kids,Apex Outdoor,Product-028,1,1,20.16,3.41,0.1692,20.16
2025-07-12,2025,2025-07,Fitness,Apex Value,Product-060,1,1,47.79,6.77,0.1417,47.79
2025-09-01,2025,2025-09,Beauty,Apex Outdoor,Product-043,1,1,27.3,4.66,0.1707,27.3
2025-11-27,2025,2025-11,Home,Apex Outdoor,Product-008,1,1,43.88,7.27,0.1656,43.88
2025-11-04,2025,2025-11,Electronics,Apex Prime,Product-048,1,1,60.77,9.65,0.1588,60.77
2025-11-14,2025,2025-11,Beauty,Apex Prime,Product-009,1,1,18.88,3.03,0.1606,18.88
2025-10-02,2025,2025-10,Kids,Apex Outdoor,Product-063,1,1,8.0,1.35,0.1689,8.0
2025-12-27,2025,2025-12,Beauty,Apex Essentials,Product-040,1,1,34.75,5.69,0.1638,34.75
2025-11-03,2025,2025-11,Kids,Apex Value,Product-032,1,1,13.15,1.6,0.1217,13.15
2025-11-01,2025,2025-11,Beauty,Apex Outdoor,Product-044,1,1,40.07,6.78,0.1691,40.07
2025-08-09,2025,2025-08,Electronics,Apex Essentials,Product-077,1,1,66.01,7.47,0.1132,66.01
2025-08-23,2025,2025-08,Home,Apex Outdoor,Product-025,1,1,28.63,3.76,0.1312,28.63
2025-09-20,2025,2025-09,Kids,Apex Value,Product-006,1,1,21.84,2.55,0.1167,21.84
2025-10-29,2025,2025-10,Fitness,Apex Prime,Product-002,1,1,42.42,6.58,0.155,42.42
2025-10-20,2025,2025-10,Electronics,Apex Value,Product-049,1,3,210.36,36.71,0.1745,210.36
2025-07-23,2025,2025-07,Fitness,Apex Essentials,Product-025,1,1,32.5,5.47,0.1682,32.5
2025-11-18,2025,2025-11,Kitchen,Apex Outdoor,Product-078,1,1,23.12,3.44,0.1489,23.12
2025-09-05,2025,2025-09,Home,Apex Prime,Product-030,1,1,39.68,4.71,0.1187,39.68
2025-09-21,2025,2025-09,Home,Apex Essentials,Product-069,1,1,26.25,3.26,0.1242,26.25
2025-09-06,2025,2025-09,Beauty,Apex Value,Product-074,1,1,20.78,2.31,0.1111,20.78
2025-10-18,2025,2025-10,Beauty,Apex Value,Product-078,1,1,16.34,1.86,0.1137,16.34
2025-08-05,2025,2025-08,Kids,Apex Prime,Product-061,1,1,12.1,1.85,0.1528,12.1
2025-12-27,2025,2025-12,Home,Apex Outdoor,Product-039,1,2,69.85,9.19,0.1316,69.85
2025-08-17,2025,2025-08,Electronics,Apex Outdoor,Product-077,1,1,81.65,14.12,0.1729,81.65
2025-08-28,2025,2025-08,Beauty,Apex Essentials,Product-018,1,1,19.19,2.49,0.1296,19.19
2025-12-04,2025,2025-12,Fitness,Apex Outdoor,Product-020,1,1,42.54,5.07,0.1192,42.54
2025-12-30,2025,2025-12,Home,Apex Outdoor,Product-079,1,2,59.03,9.06,0.1534,59.03
2025-09-12,2025,2025-09,Home,Apex Outdoor,Product-048,1,1,33.41,5.84,0.1747,33.41
2025-10-10,2025,2025-10,Kids,Apex Prime,Product-036,1,3,24.0,3.62,0.151,24.0
2025-08-29,2025,2025-08,Kids,Apex Value,Product-029,1,1,26.45,3.7,0.1399,26.45
2025-07-14,2025,2025-07,Electronics,Apex Essentials,Product-013,1,1,48.25,5.19,0.1075,48.25
2025-12-12,2025,2025-12,Home,Apex Prime,Product-070,1,1,56.54,8.22,0.1454,56.54
2025-08-11,2025,2025-08,Home,Apex Prime,Product-079,1,1,25.1,3.71,0.1478,25.1
2025-07-15,2025,2025-07,Home,Apex Outdoor,Product-038,1,2,89.08,13.72,0.154,89.08
2025-10-04,2025,2025-10,Home,Apex Essentials,Product-006,1,1,26.08,4.63,0.1775,26.08
2025-10-21,2025,2025-10,Fitness,Apex Prime,Product-070,1,1,53.81,9.43,0.1752,53.81
2025-11-08,2025,2025-11,Beauty,Apex Essentials,Product-012,1,1,22.0,2.94,0.1338,22.0
2025-10-21,2025,2025-10,Kitchen,Apex Value,Product-075,1,1,8.0,1.0,0.1256,8.0
