YearMonth,device_type,acquisition_channel,country,category,product_id,Viewed Customers,Cart Customers,Checkout Customers,Purchased Customers,Total Revenue,Profit,Total Orders,Profit Margin,View → Cart %,Cart → Checkout %,Checkout → Purchase %,Drop-off (Views→Cart),Drop-off (Cart→Checkout),Drop-off (Checkout→Purchase),Funnel Metric,Stage,AOV
2025-07,tablet,paid_search,UK,Accessories,P-0420,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,UK,Bottoms,P-0117,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_social,US,Bottoms,P-0095,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,US,Outerwear,P-0389,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,CA,Bottoms,P-0400,1,1,1,1,85.2,23.16,1,0.2718,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,85.2
2025-07,mobile,paid_social,AU,Accessories,P-0311,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_search,CA,Bottoms,P-0390,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,organic,CA,Outerwear,P-0179,1,1,1,1,76.1,20.27,1,0.2664,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,76.1
2025-09,desktop,organic,AU,Tops,P-0007,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,AU,Tops,P-0126,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_social,CA,Tops,P-0121,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,CA,Tops,P-0351,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,US,Bottoms,P-0432,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,tablet,organic,US,Outerwear,P-0170,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,email,US,Accessories,P-0267,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_social,US,Accessories,P-0188,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,US,Accessories,P-0326,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,AU,Outerwear,P-0169,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,UK,Bottoms,P-0171,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,UK,Tops,P-0262,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,paid_search,UK,Accessories,P-0254,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,US,Shoes,P-0274,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,email,UK,Accessories,P-0295,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,UK,Shoes,P-0417,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_search,US,Bottoms,P-0272,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,organic,CA,Outerwear,P-0220,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,US,Bottoms,P-0262,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,UK,Bottoms,P-0164,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,CA,Tops,P-0434,1,1,1,1,78.22,17.28,1,0.2209,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,78.22
2025-12,mobile,paid_search,AU,Tops,P-0096,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,referral,CA,Shoes,P-0060,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,US,Accessories,P-0236,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,UK,Shoes,P-0342,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_search,AU,Outerwear,P-0402,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Outerwear,P-0358,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,organic,CA,Tops,P-0066,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,email,CA,Accessories,P-0410,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,email,US,Shoes,P-0342,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,CA,Bottoms,P-0204,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,UK,Outerwear,P-0314,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,US,Shoes,P-0119,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,organic,CA,Shoes,P-0194,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_search,AU,Shoes,P-0457,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Shoes,P-0194,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,UK,Accessories,P-0268,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_social,US,Accessories,P-0072,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,UK,Accessories,P-0259,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,organic,AU,Bottoms,P-0144,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,US,Outerwear,P-0380,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,email,CA,Bottoms,P-0021,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,referral,US,Outerwear,P-0231,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,CA,Outerwear,P-0278,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,email,UK,Accessories,P-0112,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,paid_search,CA,Shoes,P-0093,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,email,UK,Accessories,P-0022,1,1,1,1,88.2,26.0,1,0.2948,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,88.2
2025-10,mobile,referral,AU,Shoes,P-0290,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,CA,Accessories,P-0200,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_social,UK,Bottoms,P-0306,1,1,1,1,45.83,14.45,1,0.3153,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,45.83
2025-09,desktop,paid_search,UK,Shoes,P-0143,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_search,US,Outerwear,P-0008,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_social,US,Bottoms,P-0480,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_search,AU,Shoes,P-0114,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_search,UK,Accessories,P-0020,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_social,AU,Outerwear,P-0203,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,AU,Accessories,P-0161,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,desktop,organic,AU,Shoes,P-0050,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,organic,AU,Tops,P-0061,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_search,UK,Bottoms,P-0097,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_search,AU,Accessories,P-0093,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,CA,Shoes,P-0274,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_social,CA,Shoes,P-0446,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,referral,UK,Outerwear,P-0262,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,CA,Bottoms,P-0137,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_search,UK,Accessories,P-0169,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,AU,Accessories,P-0448,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_search,US,Accessories,P-0106,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_social,AU,Outerwear,P-0212,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_search,US,Bottoms,P-0045,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,US,Accessories,P-0228,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,referral,UK,Shoes,P-0126,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,AU,Tops,P-0498,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,tablet,email,AU,Bottoms,P-0484,1,1,1,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_search,US,Outerwear,P-0370,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_social,CA,Bottoms,P-0315,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,email,AU,Shoes,P-0143,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_search,AU,Accessories,P-0350,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,organic,AU,Accessories,P-0454,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,tablet,paid_social,AU,Bottoms,P-0379,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,tablet,organic,CA,Outerwear,P-0374,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_search,AU,Bottoms,P-0478,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,organic,AU,Bottoms,P-0069,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,UK,Bottoms,P-0215,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,referral,US,Bottoms,P-0384,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,paid_search,UK,Tops,P-0222,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,CA,Tops,P-0168,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,UK,Tops,P-0114,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,tablet,organic,UK,Outerwear,P-0144,1,1,1,1,69.02,16.48,1,0.2388,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,69.02
2025-11,mobile,paid_search,CA,Bottoms,P-0494,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,tablet,referral,UK,Shoes,P-0431,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,paid_social,CA,Outerwear,P-0144,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,organic,UK,Shoes,P-0104,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,UK,Bottoms,P-0246,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,CA,Outerwear,P-0472,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_social,AU,Shoes,P-0204,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,email,UK,Accessories,P-0377,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_search,AU,Outerwear,P-0123,1,1,1,1,78.2,17.71,1,0.2265,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,78.2
2025-10,mobile,organic,CA,Accessories,P-0310,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,paid_search,AU,Shoes,P-0187,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,US,Shoes,P-0243,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,US,Shoes,P-0466,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,CA,Tops,P-0264,1,1,1,1,70.43,15.7,1,0.2229,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,70.43
2025-08,desktop,paid_search,AU,Bottoms,P-0341,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,CA,Tops,P-0032,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,paid_search,CA,Tops,P-0486,1,1,1,1,111.33,21.09,1,0.1894,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,111.33
2025-08,desktop,organic,AU,Outerwear,P-0044,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_search,UK,Tops,P-0130,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,referral,US,Shoes,P-0495,1,1,1,1,78.85,15.7,1,0.1991,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,78.85
2025-10,mobile,paid_social,AU,Shoes,P-0104,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_search,US,Bottoms,P-0299,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,tablet,organic,CA,Shoes,P-0118,1,1,1,1,97.0,26.92,1,0.2775,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,97.0
2025-08,desktop,referral,AU,Accessories,P-0324,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,paid_search,US,Bottoms,P-0336,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,CA,Outerwear,P-0090,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,email,UK,Accessories,P-0102,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,organic,US,Bottoms,P-0410,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_social,CA,Bottoms,P-0436,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,organic,CA,Tops,P-0389,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,organic,AU,Accessories,P-0347,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,mobile,referral,AU,Accessories,P-0303,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Shoes,P-0430,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,organic,CA,Shoes,P-0315,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,desktop,paid_search,CA,Tops,P-0396,1,1,1,1,84.48,19.8,1,0.2344,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,84.48
2025-08,desktop,paid_search,AU,Tops,P-0071,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_social,AU,Tops,P-0166,1,1,1,1,83.08,15.19,1,0.1828,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,83.08
2025-11,mobile,organic,CA,Bottoms,P-0478,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,paid_social,AU,Shoes,P-0103,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,email,US,Outerwear,P-0478,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,UK,Bottoms,P-0006,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,mobile,paid_social,US,Tops,P-0414,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,organic,CA,Tops,P-0195,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,referral,AU,Tops,P-0270,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,mobile,organic,US,Outerwear,P-0037,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,mobile,organic,UK,Shoes,P-0152,1,1,0,0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-11,mobile,paid_search,AU,Accessories,P-0147,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-08,desktop,organic,AU,Shoes,P-0032,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-09,desktop,paid_search,UK,Tops,P-0375,1,1,1,1,80.16,24.14,1,0.3011,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,80.16
2025-11,mobile,paid_search,AU,Tops,P-0039,1,1,1,1,80.84,22.84,1,0.2825,1.0,1.0,1.0,0.0,0.0,0.0,Purchase Conversion,Purchased,80.84
2025-08,desktop,paid_search,AU,Bottoms,P-0098,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,desktop,paid_search,UK,Tops,P-0443,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,paid_social,CA,Outerwear,P-0288,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-10,mobile,paid_social,UK,Shoes,P-0442,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-07,tablet,paid_social,US,Shoes,P-0291,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
2025-12,desktop,organic,UK,Bottoms,P-0319,1,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,Purchase Conversion,Purchased,0.0
