Month,Ad Group,Device,Impressions,Clicks,CTR,CPC,Conv Rate,Conversions,Cost,Revenue,Sale Amount,P&L
2025-09,Non-Brand Search,Mobile,29517,514,0.0174,1.13,0.0234,12,580.82,1367.79,115.12,786.97
2025-09,Prospecting,Mobile,61669,813,0.0132,1.44,0.0224,18,1170.72,1742.06,85.91,571.34
2025-09,Retargeting,Mobile,23872,299,0.0125,1.37,0.0253,7,409.63,1005.56,118.87,595.93
2025-09,Creator/UGC,Mobile,71222,1161,0.0163,1.1,0.0231,26,1277.1,2022.8,69.26,745.7
2025-09,Affiliates,Mobile,20067,440,0.022,0.37,0.0242,10,162.8,742.38,68.98,579.58
2025-09,Brand Search,Mobile,35801,1354,0.0378,1.49,0.0228,30,2017.46,2707.6,91.71,690.14
2025-09,Non-Brand Search,Mobile,34033,603,0.0177,1.43,0.0226,13,862.29,969.19,81.04,106.9
2025-09,Prospecting,Desktop,51619,1251,0.0242,1.1,0.0185,23,1376.1,1770.77,76.74,394.67
2025-09,Retargeting,Desktop,27926,838,0.03,1.36,0.0274,22,1139.68,1887.89,77.24,748.21
2025-09,Creator/UGC,Desktop,36189,547,0.0151,1.32,0.0137,7,722.04,483.47,76.34,-238.57
2025-09,Affiliates,Desktop,19017,303,0.016,0.45,0.0126,3,136.35,348.53,120.97,212.18
2025-09,Brand Search,Desktop,45412,1952,0.043,1.23,0.0245,47,2400.96,4649.43,94.68,2248.47
2025-09,Non-Brand Search,Mobile,28780,749,0.026,1.12,0.0143,10,838.88,1192.75,121.54,353.87
2025-09,Prospecting,Desktop,41900,938,0.0224,1.59,0.0147,13,1491.42,797.16,60.9,-694.26
2025-09,Retargeting,Mobile,30862,833,0.027,1.17,0.0319,26,974.61,2365.44,92.24,1390.83
2025-09,Creator/UGC,Mobile,40103,550,0.0137,1.29,0.0233,12,709.5,983.26,86.66,273.76
2025-09,Affiliates,Desktop,28964,777,0.0268,0.89,0.013,10,691.53,601.35,61.01,-90.18
2025-09,Brand Search,Mobile,28937,1005,0.0348,1.76,0.0265,26,1768.8,2301.78,96.82,532.98
2025-09,Non-Brand Search,Desktop,27592,795,0.0288,1.27,0.0227,18,1009.65,1600.12,87.43,590.47
2025-09,Prospecting,Desktop,36668,644,0.0176,1.25,0.017,10,805.0,945.6,86.63,140.6
2025-09,Retargeting,Desktop,32885,871,0.0265,0.94,0.0319,27,818.74,1504.07,61.32,685.33
2025-09,Creator/UGC,Mobile,45131,1027,0.0228,1.18,0.0192,19,1211.86,1553.7,83.14,341.84
2025-09,Affiliates,Mobile,36267,557,0.0154,0.35,0.0207,11,194.95,828.02,77.05,633.07
2025-09,Brand Search,Mobile,33108,705,0.0213,1.14,0.0302,21,803.7,1746.89,81.48,943.19
2025-09,Non-Brand Search,Mobile,33823,611,0.0181,1.61,0.0197,12,983.71,1327.58,103.9,343.87
2025-09,Prospecting,Desktop,43478,614,0.0141,1.11,0.0173,10,681.54,919.63,95.51,238.09
2025-09,Retargeting,Desktop,20556,656,0.0319,1.47,0.0257,16,964.32,1348.53,83.08,384.21
2025-09,Creator/UGC,Mobile,52368,483,0.0092,1.02,0.0207,10,492.66,759.2,77.56,266.54
2025-09,Affiliates,Mobile,20608,508,0.0247,0.83,0.0196,9,421.64,608.01,71.32,186.37
2025-09,Brand Search,Desktop,32318,1012,0.0313,1.32,0.0239,24,1335.84,2582.14,98.39,1246.3
2025-09,Non-Brand Search,Desktop,22287,350,0.0157,1.49,0.0061,2,521.5,153.8,76.5,-367.7
2025-09,Prospecting,Mobile,59705,893,0.015,1.58,0.0229,20,1410.94,1681.86,80.89,270.92
2025-09,Retargeting,Desktop,32105,1045,0.0326,1.34,0.029,30,1400.3,2691.65,81.18,1291.35
2025-09,Creator/UGC,Desktop,38499,623,0.0162,1.7,0.017,10,1059.1,972.4,87.48,-86.7
2025-09,Affiliates,Mobile,40117,1010,0.0252,0.42,0.0101,10,424.2,888.72,90.96,464.52
2025-09,Brand Search,Mobile,43461,1805,0.0415,1.33,0.0234,42,2400.65,3302.32,84.3,901.67
2025-09,Non-Brand Search,Desktop,28470,273,0.0096,1.67,0.0181,4,455.91,404.19,110.76,-51.72
2025-09,Prospecting,Mobile,54356,689,0.0127,1.24,0.0119,8,854.36,675.29,86.29,-179.07
2025-09,Retargeting,Desktop,36921,693,0.0188,1.16,0.015,10,803.88,730.9,72.8,-72.98
2025-09,Creator/UGC,Mobile,57804,851,0.0147,1.07,0.023,19,910.57,1434.2,69.38,523.63
2025-09,Affiliates,Desktop,36172,671,0.0186,0.44,0.0299,20,295.24,1904.77,96.17,1609.53
2025-09,Brand Search,Mobile,30521,1420,0.0465,1.75,0.018,25,2485.0,2481.59,99.16,-3.41
2025-09,Non-Brand Search,Desktop,20498,333,0.0163,1.62,0.0203,6,539.46,474.96,71.64,-64.5
2025-09,Prospecting,Mobile,57836,1199,0.0207,1.18,0.0217,26,1414.82,2080.76,80.28,665.94
2025-09,Retargeting,Mobile,19397,183,0.0095,1.78,0.0138,2,325.74,196.56,98.62,-129.18
2025-09,Creator/UGC,Mobile,48012,700,0.0146,1.08,0.0053,3,756.0,205.48,70.54,-550.52
2025-09,Affiliates,Desktop,29495,552,0.0187,0.44,0.0208,11,242.88,1167.69,104.54,924.81
2025-09,Brand Search,Mobile,40421,1791,0.0443,1.44,0.0292,52,2579.04,4792.14,95.19,2213.1
2025-09,Non-Brand Search,Desktop,31662,380,0.012,1.74,0.0114,4,661.2,389.04,95.13,-272.16
2025-09,Prospecting,Desktop,49419,1430,0.0289,1.1,0.0219,31,1573.0,1960.7,74.41,387.7
2025-09,Retargeting,Desktop,39958,885,0.0222,1.72,0.0246,21,1522.2,1416.85,63.8,-105.35
2025-09,Creator/UGC,Desktop,47230,1174,0.0249,1.61,0.0157,18,1890.14,1622.08,91.58,-268.06
2025-09,Affiliates,Mobile,41679,1293,0.031,0.79,0.0199,25,1021.47,2427.49,90.43,1406.02
2025-10,Brand Search,Mobile,41063,1583,0.0386,1.44,0.0198,31,2279.52,2991.38,87.09,711.86
2025-10,Non-Brand Search,Desktop,30005,442,0.0148,1.52,0.0233,10,671.84,1054.56,97.51,382.72
2025-10,Prospecting,Mobile,48938,596,0.0122,1.23,0.0123,7,733.08,660.86,94.24,-72.22
2025-10,Retargeting,Desktop,26385,631,0.0239,1.32,0.0155,9,832.92,765.34,87.16,-67.58
2025-10,Creator/UGC,Mobile,45481,941,0.0207,1.35,0.0084,7,1270.35,671.13,98.78,-599.22
2025-10,Affiliates,Desktop,20308,576,0.0284,0.62,0.0205,11,357.12,897.34,75.18,540.22
2025-10,Brand Search,Desktop,22975,919,0.04,1.5,0.0236,21,1378.5,1746.08,85.27,367.58
2025-10,Non-Brand Search,Desktop,36491,556,0.0153,1.44,0.0205,11,800.64,971.71,81.81,171.07
2025-10,Prospecting,Mobile,47459,1163,0.0245,1.02,0.0094,10,1186.26,843.79,80.03,-342.47
2025-10,Retargeting,Desktop,34704,855,0.0246,1.73,0.0167,14,1479.15,1294.54,91.29,-184.61
2025-10,Creator/UGC,Mobile,60058,845,0.0141,1.65,0.0186,15,1394.25,1131.04,82.68,-263.21
2025-10,Affiliates,Mobile,31777,465,0.0147,0.83,0.008,3,385.95,282.13,94.14,-103.82
2025-10,Brand Search,Mobile,48328,1982,0.041,1.52,0.0289,57,3012.64,4747.77,74.57,1735.13
2025-10,Non-Brand Search,Desktop,21337,411,0.0193,1.38,0.0274,11,567.18,962.09,83.89,394.91
2025-10,Prospecting,Desktop,54313,1508,0.0278,1.11,0.02,30,1673.88,2629.88,77.9,956.0
2025-10,Retargeting,Mobile,28868,763,0.0264,1.19,0.0218,16,907.97,1257.21,78.51,349.24
2025-10,Creator/UGC,Desktop,56047,1148,0.0205,1.25,0.0088,10,1435.0,1062.93,104.38,-372.07
2025-10,Affiliates,Mobile,23014,405,0.0176,0.35,0.0172,6,141.75,714.68,118.11,572.93
2025-10,Brand Search,Desktop,41757,1489,0.0357,1.31,0.0294,43,1950.59,3654.34,77.22,1703.75
2025-10,Non-Brand Search,Desktop,16696,305,0.0183,1.11,0.0243,7,338.55,516.54,79.59,177.99
2025-10,Prospecting,Desktop,51823,762,0.0147,1.81,0.0131,9,1379.22,716.55,74.48,-662.67
2025-10,Retargeting,Mobile,29998,565,0.0189,1.7,0.0333,18,960.5,1528.84,82.99,568.34
2025-10,Creator/UGC,Desktop,60636,1426,0.0235,1.59,0.0161,23,2267.34,1901.14,84.82,-366.2
2025-10,Affiliates,Mobile,19194,378,0.0197,0.59,0.0152,5,223.02,553.46,121.47,330.44
2025-10,Brand Search,Mobile,34486,1033,0.03,1.6,0.0353,36,1652.8,3197.64,88.86,1544.84
2025-10,Non-Brand Search,Mobile,29262,473,0.0162,1.32,0.0191,9,624.36,732.3,75.44,107.94
2025-10,Prospecting,Desktop,53850,891,0.0165,1.31,0.0184,16,1167.21,1042.61,70.63,-124.6
2025-10,Retargeting,Desktop,29252,497,0.017,1.2,0.0325,16,596.4,1329.53,84.2,733.13
2025-10,Creator/UGC,Mobile,64053,1724,0.0269,1.56,0.0158,27,2689.44,1572.92,55.77,-1116.52
2025-10,Affiliates,Desktop,32996,1079,0.0327,0.61,0.0222,23,658.19,2622.82,122.43,1964.63
2025-10,Brand Search,Mobile,29723,1059,0.0356,0.85,0.0302,32,900.15,2912.58,91.28,2012.43
2025-10,Non-Brand Search,Mobile,20339,329,0.0162,1.36,0.0228,7,447.44,463.97,67.88,16.53
2025-10,Prospecting,Mobile,55875,1025,0.0184,1.1,0.0082,8,1127.5,771.3,107.82,-356.2
2025-10,Retargeting,Mobile,29807,626,0.021,2.02,0.0203,12,1264.52,1022.5,83.71,-242.02
2025-10,Creator/UGC,Desktop,42067,1019,0.0242,1.68,0.025,25,1711.92,1921.59,78.44,209.67
2025-10,Affiliates,Mobile,35169,818,0.0233,0.64,0.0188,15,523.52,1361.57,90.18,838.05
2025-10,Brand Search,Mobile,16788,648,0.0386,1.66,0.0215,13,1075.68,1109.05,81.73,33.37
2025-10,Non-Brand Search,Mobile,26894,390,0.0145,1.36,0.0128,5,530.4,417.7,86.54,-112.7
2025-10,Prospecting,Mobile,53692,1542,0.0287,1.72,0.0203,31,2652.24,2073.79,63.07,-578.45
2025-10,Retargeting,Mobile,32230,835,0.0259,1.99,0.0333,27,1661.65,2456.73,97.4,795.08
2025-10,Creator/UGC,Mobile,39793,797,0.02,1.12,0.0222,17,892.64,1777.59,106.38,884.95
2025-10,Affiliates,Mobile,40485,1032,0.0255,0.65,0.0073,7,670.8,449.77,71.95,-221.03
2025-10,Brand Search,Mobile,35728,1030,0.0288,1.25,0.0321,33,1287.5,3632.87,103.2,2345.37
2025-10,Non-Brand Search,Mobile,37418,987,0.0264,1.29,0.0177,17,1273.23,1741.51,93.6,468.28
2025-10,Prospecting,Desktop,72039,2215,0.0308,1.11,0.0189,41,2458.65,3294.01,78.16,835.36
2025-10,Retargeting,Mobile,38345,1186,0.0309,1.63,0.0268,31,1933.18,2736.19,85.65,803.01
2025-10,Creator/UGC,Desktop,52729,936,0.0178,1.02,0.0242,22,954.72,2116.76,92.34,1162.04
2025-10,Affiliates,Mobile,32286,721,0.0224,0.77,0.0149,10,555.17,621.71,58.29,66.54
2025-10,Brand Search,Mobile,34412,980,0.0285,1.38,0.029,28,1352.4,1053.38,37.72,-299.02
2025-10,Non-Brand Search,Desktop,30345,766,0.0253,1.29,0.0099,7,988.14,478.43,69.49,-509.71
2025-10,Prospecting,Mobile,68026,1673,0.0246,1.47,0.015,25,2459.31,1445.26,59.09,-1014.05
2025-10,Retargeting,Mobile,33943,1001,0.0295,1.13,0.0312,31,1131.13,2337.88,63.29,1206.75
2025-10,Creator/UGC,Mobile,62030,713,0.0115,1.17,0.0213,15,834.21,1080.21,70.18,246.0
2025-10,Affiliates,Mobile,27829,578,0.0208,1.0,0.0108,6,578.0,372.26,63.08,-205.74
2025-10,Brand Search,Desktop,42011,1943,0.0463,1.12,0.025,48,2176.16,3744.39,80.53,1568.23
2025-10,Non-Brand Search,Desktop,47275,1303,0.0276,1.4,0.0117,15,1824.2,1303.82,102.26,-520.38
2025-10,Prospecting,Mobile,37906,573,0.0151,1.56,0.0156,8,893.88,728.94,87.69,-164.94
2025-10,Retargeting,Desktop,49472,1121,0.0227,1.16,0.0246,27,1300.36,3139.33,116.14,1838.97
2025-10,Creator/UGC,Desktop,53088,567,0.0107,1.52,0.0158,8,861.84,726.95,87.25,-134.89
2025-10,Affiliates,Desktop,23674,504,0.0213,0.35,0.0251,12,176.4,1126.91,95.7,950.51
2025-10,Brand Search,Mobile,20566,794,0.0387,1.5,0.0199,15,1191.0,1158.54,82.73,-32.46
2025-10,Non-Brand Search,Mobile,21635,337,0.0156,1.42,0.0116,3,478.54,259.67,86.53,-218.87
2025-10,Prospecting,Mobile,49128,753,0.0153,1.73,0.0208,15,1302.69,1267.58,86.73,-35.11
2025-10,Retargeting,Desktop,35503,502,0.0142,1.18,0.0259,13,592.36,1261.46,93.64,669.1
2025-10,Creator/UGC,Desktop,55104,1175,0.0213,0.84,0.0123,14,987.0,1047.37,78.45,60.37
2025-10,Affiliates,Mobile,39010,1155,0.0296,0.92,0.0247,28,1062.6,2586.47,88.67,1523.87
2025-10,Brand Search,Mobile,34670,1110,0.032,1.47,0.034,37,1631.7,2627.73,72.64,996.03
2025-10,Non-Brand Search,Desktop,43416,761,0.0175,1.68,0.0223,17,1278.48,983.9,60.74,-294.58
2025-10,Prospecting,Desktop,54328,1283,0.0236,1.51,0.023,29,1937.33,2496.59,73.17,559.26
2025-10,Retargeting,Desktop,23528,294,0.0125,1.44,0.0295,8,423.36,526.69,73.76,103.33
2025-10,Creator/UGC,Mobile,56292,1153,0.0205,1.05,0.0278,32,1210.65,3202.64,96.86,1991.99
2025-10,Affiliates,Mobile,44196,994,0.0225,0.64,0.0183,18,636.16,1932.05,104.71,1295.89
2025-10,Brand Search,Desktop,43811,1686,0.0385,1.66,0.0249,42,2798.76,2921.87,71.43,123.11
2025-10,Non-Brand Search,Mobile,37295,650,0.0174,1.28,0.0124,8,832.0,752.25,99.26,-79.75
2025-10,Prospecting,Mobile,36822,379,0.0103,1.18,0.0213,8,447.22,696.94,81.27,249.72
2025-10,Retargeting,Mobile,41590,1080,0.026,1.06,0.0254,27,1144.8,2054.24,73.74,909.44
2025-10,Creator/UGC,Desktop,47791,841,0.0176,1.28,0.0171,14,1076.48,1005.98,74.14,-70.5
2025-10,Affiliates,Mobile,31353,388,0.0124,0.61,0.0189,7,236.68,573.68,89.65,337.0
2025-10,Brand Search,Desktop,45588,1210,0.0265,1.38,0.0246,29,1669.8,2199.83,78.37,530.03
2025-10,Non-Brand Search,Desktop,32878,618,0.0188,1.14,0.0208,12,704.52,1077.0,86.42,372.48
2025-10,Prospecting,Mobile,50488,1311,0.026,1.6,0.0201,26,2097.6,2632.08,106.34,534.48
2025-10,Retargeting,Desktop,31951,794,0.0249,1.31,0.0217,17,1040.14,1770.11,115.49,729.97
2025-10,Creator/UGC,Desktop,55701,854,0.0153,1.23,0.0219,18,1050.42,1480.4,77.42,429.98
2025-10,Affiliates,Mobile,35541,540,0.0152,0.85,0.0223,12,459.0,1231.85,98.79,772.85
2025-10,Brand Search,Mobile,47143,899,0.0191,0.97,0.0255,22,872.03,1840.56,84.69,968.53
2025-10,Non-Brand Search,Mobile,40753,1171,0.0287,1.39,0.0211,24,1627.69,2032.59,82.67,404.9
2025-10,Prospecting,Mobile,51539,679,0.0132,1.2,0.0089,6,814.8,498.16,76.58,-316.64
2025-10,Retargeting,Mobile,31455,366,0.0117,1.06,0.0279,10,387.96,717.22,67.61,329.26
2025-10,Creator/UGC,Mobile,58737,925,0.0158,1.67,0.0122,11,1544.75,1096.27,94.89,-448.48
2025-10,Affiliates,Mobile,43065,706,0.0164,0.42,0.0194,13,296.52,976.1,84.81,679.58
2025-10,Brand Search,Mobile,46359,1468,0.0317,1.54,0.0285,41,2260.72,2707.64,62.95,446.92
2025-10,Non-Brand Search,Mobile,36129,662,0.0183,1.17,0.0243,16,774.54,1208.25,75.57,433.71
2025-10,Prospecting,Mobile,45089,306,0.0068,1.49,0.0206,6,455.94,405.72,74.47,-50.22
2025-10,Retargeting,Mobile,31884,686,0.0215,1.01,0.0234,16,692.86,1315.19,89.28,622.33
2025-10,Creator/UGC,Mobile,57717,1429,0.0248,1.29,0.0145,20,1843.41,1948.48,89.96,105.07
2025-10,Affiliates,Mobile,14573,287,0.0197,0.71,0.0203,5,203.77,383.84,70.63,180.07
2025-10,Brand Search,Desktop,42853,2259,0.0527,1.35,0.0273,61,3049.65,6437.63,98.13,3387.98
2025-10,Non-Brand Search,Desktop,48563,1464,0.0301,0.94,0.0237,34,1376.16,2014.19,58.4,638.03
2025-10,Prospecting,Desktop,55921,1789,0.032,1.59,0.0166,29,2844.51,2424.99,83.99,-419.52
2025-10,Retargeting,Desktop,37129,582,0.0157,1.28,0.0241,14,744.96,1168.97,83.51,424.01
2025-10,Creator/UGC,Desktop,50821,559,0.011,1.6,0.0253,14,894.4,856.17,63.71,-38.23
2025-10,Affiliates,Desktop,38066,753,0.0198,0.35,0.0175,13,263.55,979.03,75.13,715.48
2025-10,Brand Search,Mobile,21200,795,0.0375,1.47,0.0244,19,1168.65,1767.38,95.81,598.73
2025-10,Non-Brand Search,Mobile,27053,460,0.017,1.1,0.0162,7,506.0,494.69,65.76,-11.31
2025-10,Prospecting,Mobile,57213,919,0.0161,1.32,0.0157,14,1213.08,988.05,70.89,-225.03
2025-10,Retargeting,Desktop,23142,674,0.0291,0.59,0.0232,15,397.66,965.67,68.7,568.01
2025-10,Creator/UGC,Mobile,44104,803,0.0182,1.51,0.0145,11,1212.53,799.34,82.44,-413.19
2025-10,Affiliates,Mobile,39845,425,0.0107,0.55,0.0215,9,233.75,862.96,96.24,629.21
2025-10,Brand Search,Desktop,36103,1480,0.041,1.16,0.0424,62,1716.8,4103.5,69.32,2386.7
2025-10,Non-Brand Search,Mobile,48529,790,0.0163,1.7,0.013,10,1343.0,547.14,51.73,-795.86
2025-10,Prospecting,Mobile,46579,528,0.0113,1.32,0.0201,10,696.96,865.89,89.44,168.93
2025-10,Retargeting,Mobile,36043,364,0.0101,1.52,0.02,7,553.28,638.06,84.75,84.78
2025-10,Creator/UGC,Desktop,57918,1602,0.0277,1.62,0.0118,18,2595.24,1382.33,79.14,-1212.91
2025-10,Affiliates,Mobile,30535,606,0.0199,0.91,0.0191,11,551.46,1229.07,106.96,677.61
2025-10,Brand Search,Desktop,36051,1357,0.0377,0.92,0.0279,37,1248.44,3444.45,100.86,2196.01
2025-10,Non-Brand Search,Mobile,22012,383,0.0174,1.61,0.0193,7,616.63,557.36,81.86,-59.27
2025-10,Prospecting,Mobile,40997,726,0.0177,1.35,0.0118,8,980.1,682.5,90.87,-297.6
2025-10,Retargeting,Mobile,29298,765,0.0261,1.45,0.0266,20,1109.25,1463.64,74.32,354.39
2025-10,Creator/UGC,Desktop,58640,824,0.0141,1.26,0.0238,19,1038.24,1831.1,97.07,792.86
2025-10,Affiliates,Desktop,33153,522,0.0158,0.55,0.0192,10,287.1,797.14,76.91,510.04
2025-10,Brand Search,Mobile,37778,1605,0.0425,1.6,0.0308,49,2568.0,4738.58,96.3,2170.58
2025-10,Non-Brand Search,Desktop,40193,840,0.0209,1.09,0.0142,11,915.6,1210.97,104.45,295.37
2025-10,Prospecting,Mobile,55792,1465,0.0263,1.6,0.021,30,2344.0,2322.87,83.55,-21.13
2025-10,Retargeting,Desktop,45125,1084,0.024,1.16,0.0213,23,1257.44,2102.46,89.92,845.02
2025-10,Creator/UGC,Mobile,55759,1391,0.025,1.56,0.0233,32,2169.96,2780.12,94.9,610.16
2025-10,Affiliates,Mobile,35627,840,0.0236,0.6,0.0087,7,504.0,520.44,72.73,16.44
2025-10,Brand Search,Mobile,37535,1630,0.0435,1.51,0.0306,49,2461.3,4678.88,105.54,2217.58
2025-10,Non-Brand Search,Mobile,40891,1197,0.0293,1.44,0.0128,15,1723.68,1334.82,87.09,-388.86
2025-10,Prospecting,Desktop,54358,747,0.0138,1.74,0.0221,16,1299.78,1290.27,83.02,-9.51
2025-10,Retargeting,Mobile,45140,843,0.0187,1.4,0.0268,22,1180.2,2369.36,104.95,1189.16
2025-10,Creator/UGC,Mobile,53074,896,0.0169,1.5,0.0173,15,1344.0,1318.53,92.99,-25.47
2025-10,Affiliates,Mobile,37570,927,0.0247,1.01,0.0212,19,936.27,1500.31,80.63,564.04
2025-10,Brand Search,Mobile,41558,2297,0.0553,0.87,0.0234,53,1998.39,4608.95,89.38,2610.56
2025-10,Non-Brand Search,Desktop,32159,715,0.0222,1.54,0.0212,15,1101.1,1297.92,84.92,196.82
2025-10,Prospecting,Mobile,55916,834,0.0149,1.47,0.0209,17,1225.98,947.68,52.85,-278.3
2025-10,Retargeting,Desktop,35158,507,0.0144,1.32,0.0313,15,669.24,1483.99,91.64,814.75
2025-10,Creator/UGC,Mobile,53805,741,0.0138,1.21,0.0195,14,896.61,732.14,58.19,-164.47
2025-10,Affiliates,Desktop,12731,270,0.0212,0.35,0.0201,5,94.5,379.77,75.08,285.27
2025-10,Brand Search,Desktop,21236,787,0.0371,1.02,0.0197,15,802.74,938.54,63.98,135.8
2025-10,Non-Brand Search,Desktop,32271,639,0.0198,1.05,0.011,7,670.95,380.18,50.54,-290.77
2025-10,Prospecting,Desktop,49638,1104,0.0223,1.37,0.0164,18,1512.48,1652.71,95.34,140.23
2025-10,Retargeting,Mobile,31812,701,0.022,1.19,0.0156,10,834.19,912.48,85.22,78.29
2025-10,Creator/UGC,Desktop,49813,920,0.0185,1.6,0.0165,15,1472.0,1203.43,74.58,-268.57
2025-10,Affiliates,Mobile,29412,685,0.0233,0.66,0.0224,15,452.1,1785.02,122.6,1332.92
2025-10,Brand Search,Mobile,25112,906,0.0361,1.89,0.027,24,1712.34,1924.99,84.59,212.65
2025-10,Non-Brand Search,Mobile,33394,645,0.0193,1.67,0.021,13,1077.15,1082.53,74.27,5.38
2025-10,Prospecting,Mobile,50803,877,0.0173,1.36,0.0256,22,1192.72,1990.37,89.55,797.65
2025-10,Retargeting,Mobile,49172,786,0.016,1.38,0.0226,17,1084.68,1247.97,79.58,163.29
2025-10,Creator/UGC,Desktop,52260,1294,0.0248,1.45,0.0229,29,1876.3,1902.03,67.33,25.73
2025-10,Affiliates,Desktop,31013,895,0.0289,0.6,0.0218,19,537.0,2066.58,96.38,1529.58
2025-10,Brand Search,Desktop,34875,1283,0.0368,1.65,0.0303,38,2116.95,3366.74,90.35,1249.79
2025-10,Non-Brand Search,Desktop,40301,655,0.0163,1.36,0.0076,4,890.8,333.03,90.39,-557.77
2025-10,Prospecting,Desktop,56677,761,0.0134,0.89,0.0108,8,677.29,641.14,84.38,-36.15
2025-10,Retargeting,Mobile,36886,637,0.0173,0.99,0.0257,16,630.63,1096.66,70.79,466.03
2025-10,Creator/UGC,Mobile,51977,1630,0.0314,1.39,0.0116,18,2265.7,1454.84,81.28,-810.86
2025-10,Affiliates,Mobile,38151,925,0.0243,0.52,0.0182,16,481.0,1127.62,74.31,646.62
2025-10,Brand Search,Desktop,31711,1087,0.0343,1.23,0.0187,20,1337.01,1665.33,80.63,328.32
2025-10,Non-Brand Search,Desktop,42114,536,0.0127,0.99,0.0272,14,530.64,858.56,63.83,327.92
2025-10,Prospecting,Mobile,46634,449,0.0096,1.2,0.0233,10,538.8,718.89,72.51,180.09
2025-10,Retargeting,Mobile,18398,73,0.004,1.23,0.0311,2,89.79,123.93,61.74,34.14
2025-10,Creator/UGC,Desktop,40300,781,0.0194,0.92,0.015,11,718.52,840.5,80.04,121.98
2025-10,Affiliates,Mobile,32213,806,0.025,0.49,0.0132,10,394.94,1096.69,100.0,701.75
2025-10,Brand Search,Mobile,28153,981,0.0349,0.92,0.0201,19,902.52,949.3,53.15,46.78
2025-10,Non-Brand Search,Mobile,25313,400,0.0158,1.08,0.0098,3,432.0,264.88,85.24,-167.12
2025-10,Prospecting,Desktop,57469,770,0.0134,1.67,0.0163,12,1285.9,1207.75,103.86,-78.15
2025-10,Retargeting,Mobile,18789,246,0.0131,1.32,0.0272,6,324.72,387.28,61.3,62.56
2025-10,Creator/UGC,Mobile,54917,877,0.016,1.21,0.0151,13,1061.17,702.74,52.86,-358.43
2025-10,Affiliates,Desktop,32358,907,0.028,0.53,0.01,9,480.71,950.28,101.99,469.57
2025-10,Brand Search,Mobile,31992,1373,0.0429,1.41,0.025,34,1935.93,2354.63,75.36,418.7
2025-10,Non-Brand Search,Desktop,40503,1096,0.0271,1.31,0.0173,18,1435.76,1600.44,89.27,164.68
2025-10,Prospecting,Desktop,54046,1456,0.027,1.24,0.0143,20,1805.44,1612.45,74.5,-192.99
2025-10,Retargeting,Mobile,19271,417,0.0217,1.47,0.0256,10,612.99,800.13,86.51,187.14
2025-10,Creator/UGC,Desktop,64693,1582,0.0245,1.05,0.0258,40,1661.1,3571.6,87.21,1910.5
2025-10,Affiliates,Desktop,30394,414,0.0136,0.58,0.0131,5,240.12,470.5,94.88,230.38
2025-10,Brand Search,Mobile,17480,624,0.0357,1.89,0.0257,16,1179.36,883.31,56.86,-296.05
2025-10,Non-Brand Search,Desktop,26584,762,0.0287,1.65,0.0256,19,1257.3,2275.48,119.01,1018.18
2025-10,Prospecting,Mobile,55011,935,0.017,1.29,0.0087,8,1206.15,755.77,91.26,-450.38
2025-10,Retargeting,Mobile,19663,467,0.0238,1.24,0.0262,12,579.08,1089.34,91.99,510.26
2025-10,Creator/UGC,Mobile,60046,934,0.0156,1.36,0.0069,6,1270.24,501.48,87.44,-768.76
2025-10,Affiliates,Mobile,28422,787,0.0277,0.66,0.013,10,519.42,874.43,93.11,355.01
2025-10,Brand Search,Desktop,47199,1496,0.0317,1.17,0.0289,43,1750.32,2956.59,72.4,1206.27
2025-10,Non-Brand Search,Desktop,36097,521,0.0144,1.24,0.0056,2,646.04,103.07,54.86,-542.97
2025-10,Prospecting,Mobile,54985,1114,0.0203,1.3,0.0146,16,1448.2,1609.18,101.81,160.98
2025-10,Retargeting,Mobile,37757,407,0.0108,1.36,0.0275,11,553.52,572.8,51.4,19.28
2025-10,Creator/UGC,Desktop,55284,1278,0.0231,1.27,0.0122,15,1623.06,1167.6,79.26,-455.46
2025-10,Affiliates,Desktop,26357,553,0.021,0.55,0.018,9,304.15,820.99,98.31,516.84
2025-11,Brand Search,Mobile,39025,1825,0.0468,1.38,0.0291,53,2518.5,4314.4,75.83,1795.9
2025-11,Non-Brand Search,Mobile,40544,1091,0.0269,1.27,0.0139,15,1385.57,1433.03,94.45,47.46
2025-11,Prospecting,Desktop,55517,1197,0.0216,1.47,0.0186,22,1759.59,1763.73,86.94,4.14
2025-11,Retargeting,Desktop,42301,1007,0.0238,1.14,0.0314,31,1147.98,3682.66,109.91,2534.68
2025-11,Creator/UGC,Mobile,60062,963,0.016,1.19,0.0255,24,1145.97,2264.1,89.37,1118.13
2025-11,Affiliates,Mobile,14644,263,0.018,0.68,0.0072,1,178.84,95.61,98.42,-83.23
2025-11,Brand Search,Mobile,33909,1384,0.0408,1.44,0.0278,38,1992.96,2828.1,76.65,835.14
2025-11,Non-Brand Search,Mobile,40133,917,0.0229,1.58,0.0178,16,1448.86,1010.47,62.79,-438.39
2025-11,Prospecting,Mobile,48028,1209,0.0252,0.8,0.0175,21,967.2,1646.96,73.33,679.76
2025-11,Retargeting,Desktop,30988,563,0.0182,1.37,0.0293,16,771.31,1113.64,69.03,342.33
2025-11,Creator/UGC,Mobile,43707,911,0.0209,1.13,0.0091,8,1029.43,649.81,77.49,-379.62
2025-11,Affiliates,Desktop,20298,593,0.0292,0.75,0.0165,9,444.75,925.35,106.43,480.6
